Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry
4/11/2020 20:18,21304,House Installment,IBG,33,Female,Corporate treasurer,Automotive
5/1/2020 2:39,21239,Utility,Instant Transfer,49,Female,Broadcast engineer,Finance & Banking
4/8/2020 12:24,42515,Credit Card Installment,IBG,73,Male,Information officer,Construction
2/27/2020 5:30,93754,House Installment,IBG,39,Female,Chartered accountant,Construction
1/24/2020 3:58,4033,Utility,Instant Transfer,99,Male,"Scientist, research (maths)",Tourism
4/17/2020 3:01,27161,Car Installment,Duitnow,22,Female,Armed forces operational officer,Transport Network
3/14/2020 10:11,5217,House Installment,Instant Transfer,52,Female,Marine scientist,Finance & Banking
4/7/2020 6:26,9814,House Installment,Instant Transfer,53,Male,"Engineer, petroleum",Construction
4/21/2020 20:55,96872,Transaction,Instant Transfer,39,Male,Risk manager,Automotive
2/1/2020 0:32,33585,Transaction,Instant Transfer,79,Male,Insurance broker,Finance & Banking
5/2/2020 9:30,76688,Credit Card Installment,Duitnow,49,Male,"Nurse, children's",Defence
3/24/2020 3:56,96484,House Installment,IBG,78,Male,Chemical engineer,Oil and Gas
1/24/2020 17:48,36642,Transaction,Duitnow,91,Female,Research scientist (medical),Medical Tourism
1/19/2020 20:16,28039,Credit Card Installment,IBG,92,Female,Freight forwarder,Energy
3/30/2020 1:24,63749,Car Installment,Duitnow,30,Male,Optometrist,Construction
4/3/2020 16:43,52222,House Installment,Instant Transfer,26,Male,"Psychologist, sport and exercise",Medical Tourism
4/25/2020 11:44,94960,Credit Card Installment,Instant Transfer,23,Female,Prison officer,Construction
5/7/2020 7:06,21241,Credit Card Installment,Duitnow,76,Female,Environmental manager,Transport Network
5/12/2020 7:50,76646,Transaction,Instant Transfer,41,Male,Public house manager,Transport Network
2/9/2020 21:04,50689,Utility,Duitnow,20,Female,Medical physicist,Construction
2/14/2020 23:33,42153,Transaction,Duitnow,33,Female,Teaching laboratory technician,Finance & Banking
3/13/2020 11:28,19771,Car Installment,Duitnow,20,Male,Cartographer,Oil and Gas
1/4/2020 20:10,12497,House Installment,IBG,65,Female,Gaffer,Finance & Banking
4/16/2020 9:54,73412,Credit Card Installment,Instant Transfer,86,Male,"Designer, interior/spatial",Finance & Banking
2/16/2020 21:37,14378,Credit Card Installment,Duitnow,74,Female,Optometrist,Transport Network
2/16/2020 18:31,38106,Utility,Instant Transfer,59,Male,Clothing/textile technologist,Medical Tourism
4/26/2020 12:58,10242,Utility,Duitnow,80,Male,Air cabin crew,Tourism
2/5/2020 19:09,795,House Installment,Duitnow,67,Male,Field seismologist,Oil and Gas
4/10/2020 10:06,11446,Utility,IBG,44,Male,Production engineer,Medical Tourism
4/13/2020 2:01,77172,Car Installment,Duitnow,32,Male,Public relations officer,Automotive
4/19/2020 7:41,74230,House Installment,Instant Transfer,54,Female,"Conservator, furniture",Energy
1/17/2020 18:55,24443,Car Installment,Duitnow,84,Female,Petroleum engineer,Finance & Banking
4/3/2020 22:40,79382,Utility,IBG,22,Female,"Geneticist, molecular",Medical Tourism
4/26/2020 17:09,32029,Utility,Instant Transfer,73,Male,"Producer, television/film/video",Defence
4/16/2020 14:36,94914,Utility,Duitnow,97,Female,Therapeutic radiographer,Tourism
2/4/2020 11:11,3911,Car Installment,Instant Transfer,50,Male,Education administrator,Eletrical & Electronic
3/28/2020 6:35,849,Car Installment,Instant Transfer,69,Male,"Psychologist, educational",Energy
3/24/2020 16:00,82520,Utility,Duitnow,48,Female,"Designer, ceramics/pottery",Transport Network
3/27/2020 4:10,82423,Utility,Instant Transfer,23,Male,"Teacher, special educational needs",Oil and Gas
1/23/2020 0:31,65189,Utility,Duitnow,25,Male,"Chemist, analytical",Transport Network
1/31/2020 15:10,91227,Utility,Instant Transfer,49,Female,Financial risk analyst,Defence
1/20/2020 7:48,68784,Car Installment,Instant Transfer,95,Female,Tree surgeon,Finance & Banking
4/12/2020 1:32,69986,Credit Card Installment,Instant Transfer,29,Female,"Education officer, museum",Oil and Gas
4/29/2020 22:58,22402,Utility,IBG,69,Male,Barrister's clerk,Energy
1/20/2020 9:16,64902,Utility,IBG,67,Female,Diagnostic radiographer,Construction
2/4/2020 18:40,13691,House Installment,Duitnow,60,Female,"Designer, ceramics/pottery",Finance & Banking
5/9/2020 14:13,54883,Car Installment,IBG,84,Female,Airline pilot,Oil and Gas
4/28/2020 8:45,37500,Transaction,Instant Transfer,41,Male,"Conservation officer, historic buildings",Finance & Banking
2/12/2020 19:49,19167,Credit Card Installment,IBG,54,Male,Advertising art director,Defence
4/2/2020 15:32,27493,Utility,IBG,29,Female,Landscape architect,Eletrical & Electronic
2/23/2020 19:18,19795,Car Installment,IBG,49,Female,"Nurse, mental health",Oil and Gas
4/4/2020 7:14,45974,Transaction,IBG,43,Male,Adult nurse,Transport Network
4/24/2020 7:33,93914,Transaction,IBG,61,Female,Pathologist,Eletrical & Electronic
2/25/2020 12:35,79497,Car Installment,IBG,26,Female,Police officer,Eletrical & Electronic
5/2/2020 16:00,54073,Transaction,Instant Transfer,92,Female,Pensions consultant,Tourism
2/10/2020 11:21,37075,Utility,IBG,40,Female,Structural engineer,Medical Tourism
5/8/2020 21:46,34742,House Installment,IBG,58,Female,Radio producer,Tourism
3/5/2020 13:13,60701,Credit Card Installment,Instant Transfer,24,Female,"Producer, radio",Eletrical & Electronic
2/17/2020 13:36,54682,Credit Card Installment,Instant Transfer,72,Female,"Editor, film/video",Medical Tourism
4/18/2020 14:53,23769,Transaction,IBG,34,Male,Field seismologist,Eletrical & Electronic
5/3/2020 23:08,10234,Credit Card Installment,IBG,55,Male,Advertising art director,Construction
3/21/2020 10:44,39706,House Installment,Instant Transfer,43,Female,Barrister's clerk,Transport Network
1/16/2020 15:25,55168,Transaction,Duitnow,30,Female,Medical illustrator,Transport Network
1/16/2020 19:44,66117,Credit Card Installment,Duitnow,45,Male,Magazine journalist,Construction
2/2/2020 3:52,13456,House Installment,Instant Transfer,66,Male,"Surveyor, insurance",Energy
1/30/2020 7:32,98571,Car Installment,Duitnow,47,Female,Health and safety inspector,Transport Network
4/21/2020 19:46,94716,House Installment,IBG,80,Male,Arboriculturist,Oil and Gas
1/30/2020 11:30,73284,Transaction,IBG,94,Male,Neurosurgeon,Eletrical & Electronic
2/25/2020 13:01,54515,House Installment,Duitnow,94,Male,Data processing manager,Oil and Gas
5/4/2020 3:35,86743,Credit Card Installment,Duitnow,78,Male,"Surveyor, building",Tourism
3/12/2020 8:39,92421,Credit Card Installment,Instant Transfer,30,Male,Charity fundraiser,Transport Network
5/9/2020 1:06,38797,Credit Card Installment,Instant Transfer,60,Male,"Presenter, broadcasting",Oil and Gas
2/23/2020 3:31,38532,Utility,IBG,61,Female,Clinical biochemist,Oil and Gas
3/31/2020 10:52,50924,Utility,IBG,45,Male,Estate manager/land agent,Tourism
3/14/2020 22:02,98331,Utility,IBG,91,Male,"Journalist, magazine",Transport Network
1/5/2020 16:56,42223,Transaction,IBG,37,Female,"Teacher, early years/pre",Energy
3/12/2020 14:20,95394,Car Installment,Instant Transfer,31,Female,"Surveyor, quantity",Medical Tourism
3/5/2020 7:06,14032,Credit Card Installment,IBG,94,Male,Naval architect,Eletrical & Electronic
3/25/2020 17:47,2193,Credit Card Installment,Instant Transfer,93,Male,Curator,Tourism
1/16/2020 21:20,59251,Transaction,IBG,70,Female,"Surveyor, insurance",Defence
5/5/2020 3:10,70562,Credit Card Installment,Duitnow,46,Female,Product designer,Medical Tourism
4/26/2020 23:49,35335,Transaction,IBG,56,Female,Advertising account planner,Finance & Banking
1/17/2020 1:00,8363,Credit Card Installment,IBG,40,Female,Charity officer,Finance & Banking
3/13/2020 18:19,72931,House Installment,IBG,54,Female,Commercial horticulturist,Finance & Banking
3/27/2020 8:13,76079,Car Installment,IBG,76,Male,Higher education careers adviser,Oil and Gas
1/31/2020 14:21,28740,Utility,Instant Transfer,31,Male,Insurance risk surveyor,Automotive
1/13/2020 14:08,90566,Transaction,Instant Transfer,51,Male,Actor,Energy
3/25/2020 18:44,63171,Credit Card Installment,Duitnow,67,Female,"Radiographer, diagnostic",Automotive
1/13/2020 0:09,87989,Transaction,IBG,63,Male,Forensic scientist,Transport Network
5/7/2020 4:46,31240,Utility,Duitnow,72,Female,Industrial buyer,Eletrical & Electronic
3/25/2020 5:14,39197,Credit Card Installment,Instant Transfer,57,Female,Media planner,Medical Tourism
3/3/2020 19:16,47907,Utility,IBG,43,Male,"Engineer, civil (contracting)",Energy
2/6/2020 0:53,75564,Transaction,Duitnow,29,Male,"Development worker, international aid",Construction
2/25/2020 10:42,9914,Transaction,IBG,32,Male,Claims inspector/assessor,Finance & Banking
3/29/2020 6:38,46600,House Installment,IBG,42,Female,Pharmacologist,Tourism
2/5/2020 18:47,4877,House Installment,Instant Transfer,59,Male,Clinical cytogeneticist,Tourism
2/25/2020 17:53,39846,Credit Card Installment,IBG,38,Male,"Programme researcher, broadcasting/film/video",Tourism
4/1/2020 8:43,24581,House Installment,Instant Transfer,88,Male,"Journalist, newspaper",Finance & Banking
2/11/2020 22:03,70141,House Installment,Duitnow,87,Female,"Runner, broadcasting/film/video",Eletrical & Electronic
1/24/2020 21:17,17113,Car Installment,Duitnow,33,Female,Politician's assistant,Eletrical & Electronic
3/3/2020 11:47,90290,Credit Card Installment,Duitnow,45,Female,Bookseller,Finance & Banking
3/30/2020 13:44,46543,Car Installment,Duitnow,98,Female,"Research officer, trade union",Transport Network
3/13/2020 12:14,92468,Utility,Duitnow,97,Male,"Designer, industrial/product",Transport Network
2/11/2020 2:59,43654,House Installment,Duitnow,40,Female,Fitness centre manager,Construction
5/12/2020 2:43,70873,Car Installment,IBG,43,Male,Social worker,Automotive
3/14/2020 20:28,30663,Utility,Duitnow,22,Female,Ship broker,Oil and Gas
1/29/2020 3:11,10769,Car Installment,IBG,37,Male,"Surveyor, minerals",Oil and Gas
2/18/2020 13:09,39807,House Installment,Instant Transfer,48,Female,"Accountant, chartered public finance",Oil and Gas
1/20/2020 2:37,78343,Utility,IBG,97,Male,Research scientist (life sciences),Automotive
3/7/2020 22:50,16324,Transaction,Duitnow,51,Male,"Therapist, occupational",Oil and Gas
2/15/2020 0:04,63631,Credit Card Installment,Instant Transfer,75,Male,Copy,Energy
3/14/2020 16:44,24341,Car Installment,Instant Transfer,77,Male,Health and safety adviser,Medical Tourism
2/10/2020 16:21,97743,Transaction,IBG,89,Female,Information officer,Oil and Gas
1/21/2020 17:19,20625,Transaction,Instant Transfer,31,Male,Equality and diversity officer,Defence
1/18/2020 6:53,40038,Credit Card Installment,IBG,50,Female,Warehouse manager,Defence
3/14/2020 20:32,88777,Credit Card Installment,Instant Transfer,34,Female,Child psychotherapist,Construction
3/11/2020 14:00,91331,Transaction,Instant Transfer,66,Female,"Therapist, art",Finance & Banking
3/23/2020 6:22,5023,Utility,Instant Transfer,56,Female,Estate manager/land agent,Oil and Gas
4/20/2020 17:27,52103,Utility,Instant Transfer,19,Male,Surgeon,Defence
1/15/2020 21:19,12124,Transaction,Duitnow,97,Male,Medical technical officer,Construction
1/14/2020 20:00,29400,Credit Card Installment,IBG,79,Male,Regulatory affairs officer,Energy
3/3/2020 4:50,98615,Car Installment,Duitnow,83,Female,Public house manager,Defence
4/10/2020 20:58,80926,Car Installment,Duitnow,92,Female,Medical secretary,Tourism
4/11/2020 12:14,37934,Car Installment,Duitnow,23,Female,Equities trader,Eletrical & Electronic
4/7/2020 13:16,31859,Credit Card Installment,Duitnow,73,Female,Copy,Transport Network
1/30/2020 18:52,92894,Utility,Duitnow,48,Female,Higher education careers adviser,Finance & Banking
2/17/2020 13:15,9103,House Installment,IBG,26,Female,"Teacher, music",Construction
1/19/2020 9:49,17991,Credit Card Installment,IBG,43,Female,Educational psychologist,Oil and Gas
1/11/2020 14:05,61016,Transaction,Instant Transfer,26,Female,Teaching laboratory technician,Energy
1/21/2020 13:24,23497,Credit Card Installment,Duitnow,71,Male,"Surveyor, quantity",Defence
2/28/2020 18:04,72317,Utility,Duitnow,89,Female,International aid/development worker,Defence
5/3/2020 2:00,13693,Utility,Instant Transfer,58,Female,Geographical information systems officer,Eletrical & Electronic
2/4/2020 14:21,99628,Utility,IBG,23,Female,Herpetologist,Automotive
5/11/2020 22:18,57762,Credit Card Installment,IBG,68,Male,"Engineer, civil (consulting)",Construction
3/15/2020 7:58,52041,Car Installment,Instant Transfer,28,Male,Accommodation manager,Automotive
1/12/2020 20:30,93485,Credit Card Installment,Duitnow,82,Male,Podiatrist,Transport Network
1/5/2020 4:31,37129,Credit Card Installment,Duitnow,22,Male,Television camera operator,Oil and Gas
4/9/2020 10:15,81013,Transaction,Duitnow,41,Male,Water quality scientist,Finance & Banking
3/4/2020 10:25,39622,Car Installment,Instant Transfer,28,Male,Operational investment banker,Energy
2/28/2020 15:35,86416,Car Installment,IBG,94,Male,Brewing technologist,Energy
1/25/2020 2:12,58601,Car Installment,IBG,70,Female,Chiropractor,Energy
2/7/2020 9:42,17256,Car Installment,Duitnow,74,Female,Press photographer,Finance & Banking
4/16/2020 12:28,23497,Credit Card Installment,Duitnow,18,Female,Agricultural engineer,Automotive
2/6/2020 8:25,64344,House Installment,Instant Transfer,89,Male,"Scientist, forensic",Automotive
3/27/2020 16:25,3068,Transaction,IBG,32,Male,Television camera operator,Transport Network
4/24/2020 5:56,82812,Transaction,Duitnow,42,Male,Animal nutritionist,Transport Network
4/9/2020 12:17,85632,House Installment,IBG,27,Female,Academic librarian,Eletrical & Electronic
4/30/2020 13:56,3209,Utility,IBG,58,Male,"Civil engineer, contracting",Tourism
3/26/2020 3:49,8069,Utility,IBG,27,Female,Location manager,Transport Network
1/27/2020 15:42,79232,Utility,IBG,19,Female,Chief Financial Officer,Construction
2/4/2020 21:47,48175,Credit Card Installment,Duitnow,65,Male,"Therapist, drama",Medical Tourism
2/8/2020 14:32,21270,Transaction,Duitnow,25,Male,Dispensing optician,Automotive
5/5/2020 2:59,26732,House Installment,IBG,86,Male,Actor,Defence
1/6/2020 0:22,46003,House Installment,Instant Transfer,29,Female,Automotive engineer,Transport Network
1/21/2020 6:14,23198,Car Installment,Instant Transfer,27,Female,"Scientist, research (medical)",Energy
2/7/2020 20:47,64482,Car Installment,Duitnow,54,Female,Dietitian,Construction
2/22/2020 20:26,55089,Credit Card Installment,Instant Transfer,99,Male,"Administrator, sports",Oil and Gas
2/13/2020 16:19,1258,Credit Card Installment,Instant Transfer,44,Male,"Buyer, industrial",Defence
1/7/2020 20:30,1503,Car Installment,Instant Transfer,18,Male,Technical brewer,Automotive
2/6/2020 11:44,46529,Car Installment,IBG,52,Female,Insurance risk surveyor,Medical Tourism
3/4/2020 8:02,50558,Transaction,Instant Transfer,48,Female,Child psychotherapist,Finance & Banking
3/8/2020 23:43,91376,House Installment,Duitnow,82,Male,Personnel officer,Medical Tourism
1/21/2020 3:29,25186,Transaction,IBG,71,Male,Printmaker,Medical Tourism
4/19/2020 20:38,14802,Utility,IBG,50,Female,"Investment banker, corporate",Oil and Gas
2/13/2020 21:47,87067,Utility,Duitnow,51,Male,"Engineer, electrical",Defence
1/30/2020 20:59,3998,House Installment,Duitnow,76,Male,Trade union research officer,Medical Tourism
4/8/2020 12:26,42826,Credit Card Installment,Duitnow,33,Male,Dentist,Construction
3/5/2020 22:19,90033,Transaction,Instant Transfer,93,Male,Ceramics designer,Medical Tourism
2/28/2020 3:49,70533,Credit Card Installment,Duitnow,24,Female,Production engineer,Construction
2/10/2020 1:19,51557,Transaction,Duitnow,80,Male,"Engineer, mining",Transport Network
5/10/2020 1:39,18767,Utility,Instant Transfer,52,Male,"Surveyor, mining",Oil and Gas
3/5/2020 20:07,14239,Car Installment,Duitnow,39,Female,Clothing/textile technologist,Automotive
2/11/2020 6:35,17947,Utility,IBG,63,Male,Professor Emeritus,Energy
2/11/2020 17:33,87067,Car Installment,Instant Transfer,57,Male,Psychiatrist,Energy
2/23/2020 12:01,82520,Car Installment,IBG,94,Female,Data processing manager,Finance & Banking
2/25/2020 9:26,21759,House Installment,IBG,97,Male,Clinical embryologist,Oil and Gas
1/23/2020 16:27,75948,Car Installment,IBG,48,Male,Dramatherapist,Tourism
3/14/2020 13:05,35164,House Installment,Duitnow,59,Male,Haematologist,Energy
3/12/2020 10:20,96069,House Installment,Duitnow,97,Female,"Accountant, chartered management",Finance & Banking
2/20/2020 20:54,83397,Credit Card Installment,Duitnow,68,Female,Recruitment consultant,Eletrical & Electronic
3/30/2020 7:27,5201,House Installment,Instant Transfer,88,Female,Communications engineer,Construction
3/5/2020 18:25,51483,Utility,Duitnow,18,Male,Medical sales representative,Energy
5/8/2020 21:06,54852,Credit Card Installment,Duitnow,73,Female,Careers adviser,Construction
4/14/2020 8:42,42417,Car Installment,Duitnow,78,Male,Statistician,Tourism
4/14/2020 22:15,92397,Car Installment,IBG,35,Female,Futures trader,Energy
3/25/2020 14:11,32182,Utility,Instant Transfer,68,Female,Animal nutritionist,Tourism
4/15/2020 18:11,43164,Car Installment,Duitnow,35,Male,"Surveyor, insurance",Construction
4/28/2020 20:17,11327,Utility,Instant Transfer,20,Male,"Production assistant, television",Energy
5/3/2020 17:52,4794,Credit Card Installment,Duitnow,53,Male,Historic buildings inspector/conservation officer,Finance & Banking
4/27/2020 19:37,71553,Utility,IBG,39,Female,Data scientist,Tourism
1/1/2020 12:10,57807,Car Installment,IBG,25,Female,Race relations officer,Construction
2/22/2020 11:36,23097,Utility,Duitnow,41,Female,Civil Service fast streamer,Transport Network
2/25/2020 13:58,44824,House Installment,Instant Transfer,36,Female,"Engineer, broadcasting (operations)",Tourism
1/26/2020 14:27,54235,Utility,Duitnow,43,Female,"Conservator, museum/gallery",Energy
1/7/2020 22:27,1581,Utility,Instant Transfer,79,Female,Research scientist (physical sciences),Automotive
1/5/2020 9:38,12017,Car Installment,Duitnow,88,Female,Housing manager/officer,Energy
3/26/2020 19:57,55401,Car Installment,IBG,19,Male,Armed forces operational officer,Automotive
1/21/2020 4:08,42059,Credit Card Installment,Instant Transfer,61,Female,Town planner,Oil and Gas
3/1/2020 3:02,76151,Utility,Duitnow,92,Female,Production manager,Eletrical & Electronic
4/5/2020 22:08,49923,Transaction,Instant Transfer,89,Female,"Lighting technician, broadcasting/film/video",Medical Tourism
4/12/2020 11:03,66592,House Installment,Instant Transfer,73,Male,Horticultural consultant,Medical Tourism
4/2/2020 10:22,91273,Credit Card Installment,Duitnow,72,Male,"Production assistant, radio",Oil and Gas
2/10/2020 15:05,2697,Car Installment,Instant Transfer,80,Male,Probation officer,Transport Network
1/11/2020 6:09,48642,Credit Card Installment,Instant Transfer,28,Female,"Surveyor, commercial/residential",Tourism
1/2/2020 16:07,63176,Credit Card Installment,Instant Transfer,21,Female,Soil scientist,Defence
5/3/2020 5:54,99855,Transaction,Duitnow,75,Female,"Engineer, land",Oil and Gas
4/15/2020 21:52,86569,House Installment,Instant Transfer,55,Male,Music tutor,Medical Tourism
5/12/2020 3:30,12960,House Installment,Duitnow,30,Male,Visual merchandiser,Automotive
2/17/2020 22:12,53647,Car Installment,Instant Transfer,48,Female,"Production assistant, radio",Finance & Banking
2/11/2020 15:21,9533,House Installment,Instant Transfer,20,Female,Psychiatric nurse,Oil and Gas
4/15/2020 16:04,34816,Transaction,Duitnow,86,Male,"Therapist, art",Finance & Banking
1/16/2020 16:43,65813,Car Installment,Instant Transfer,55,Female,"Runner, broadcasting/film/video",Finance & Banking
1/28/2020 6:43,81689,Utility,Instant Transfer,42,Male,Film/video editor,Automotive
2/12/2020 20:01,29516,Transaction,IBG,40,Female,Arboriculturist,Eletrical & Electronic
3/10/2020 12:22,67879,Car Installment,IBG,73,Male,Dramatherapist,Oil and Gas
1/11/2020 4:32,97958,Credit Card Installment,Instant Transfer,29,Female,Learning mentor,Defence
3/21/2020 10:45,76897,Car Installment,Instant Transfer,31,Male,Local government officer,Eletrical & Electronic
1/5/2020 13:37,78263,Car Installment,Duitnow,99,Female,Sales executive,Construction
2/1/2020 9:03,44965,Transaction,IBG,62,Female,Publishing rights manager,Energy
3/25/2020 4:39,40559,Utility,IBG,54,Female,Diplomatic Services operational officer,Medical Tourism
2/21/2020 5:05,275,Credit Card Installment,Duitnow,39,Female,"Administrator, Civil Service",Energy
5/5/2020 17:39,12689,Credit Card Installment,Duitnow,37,Male,Information systems manager,Tourism
1/2/2020 8:48,34732,Transaction,Duitnow,82,Female,"Lighting technician, broadcasting/film/video",Energy
2/25/2020 10:58,87286,Utility,IBG,37,Male,Television camera operator,Transport Network
4/21/2020 20:47,33541,Transaction,IBG,86,Female,Marine scientist,Oil and Gas
1/3/2020 11:24,77573,Transaction,IBG,95,Male,Biomedical engineer,Oil and Gas
2/22/2020 8:38,87587,Credit Card Installment,IBG,44,Male,Risk analyst,Eletrical & Electronic
4/21/2020 13:38,88878,House Installment,Instant Transfer,93,Female,"Teacher, music",Tourism
3/26/2020 4:56,44838,Credit Card Installment,IBG,57,Female,"Administrator, Civil Service",Tourism
2/17/2020 12:07,95267,Transaction,Duitnow,79,Female,"Engineer, petroleum",Transport Network
3/15/2020 2:00,14059,House Installment,IBG,66,Female,Podiatrist,Defence
5/9/2020 6:59,78029,Transaction,IBG,47,Female,Horticultural consultant,Energy
1/7/2020 23:53,24867,Car Installment,IBG,69,Female,"Designer, multimedia",Tourism
1/2/2020 5:53,67913,Utility,Instant Transfer,19,Male,Neurosurgeon,Medical Tourism
3/11/2020 5:07,76703,Credit Card Installment,Instant Transfer,96,Female,Scientific laboratory technician,Finance & Banking
1/28/2020 8:55,42049,House Installment,Duitnow,22,Female,Hydrographic surveyor,Transport Network
3/7/2020 18:11,28515,Transaction,Instant Transfer,25,Male,"Designer, jewellery",Energy
1/14/2020 21:26,98832,Car Installment,IBG,93,Female,Technical brewer,Eletrical & Electronic
4/4/2020 19:13,83745,Utility,IBG,68,Female,Chartered management accountant,Finance & Banking
1/12/2020 4:45,35497,Credit Card Installment,Instant Transfer,51,Female,Economist,Automotive
1/14/2020 20:46,23137,Transaction,IBG,20,Female,"Producer, radio",Oil and Gas
3/28/2020 8:51,19338,Transaction,Duitnow,98,Male,Soil scientist,Transport Network
2/20/2020 15:31,41216,Transaction,IBG,52,Female,Learning disability nurse,Finance & Banking
3/4/2020 23:31,23531,Credit Card Installment,Duitnow,44,Male,Purchasing manager,Transport Network
1/18/2020 20:24,54834,Utility,Instant Transfer,39,Female,Firefighter,Tourism
2/8/2020 2:44,77661,Transaction,IBG,89,Male,Hospital doctor,Construction
1/14/2020 11:06,51941,House Installment,IBG,60,Male,Operational researcher,Transport Network
3/23/2020 4:53,96447,House Installment,IBG,43,Female,Medical technical officer,Medical Tourism
2/7/2020 5:19,34535,Car Installment,Instant Transfer,80,Female,Database administrator,Eletrical & Electronic
3/31/2020 22:40,17087,Credit Card Installment,Instant Transfer,96,Female,Copy,Defence
2/5/2020 2:25,90879,Utility,Instant Transfer,62,Male,"Sales professional, IT",Defence
3/9/2020 13:06,3022,Car Installment,IBG,71,Male,Teaching laboratory technician,Eletrical & Electronic
4/25/2020 22:37,70085,House Installment,IBG,45,Male,Corporate investment banker,Transport Network
4/12/2020 18:54,20018,Transaction,Instant Transfer,39,Male,Senior tax professional/tax inspector,Automotive
3/12/2020 11:06,3881,Transaction,IBG,75,Female,Building services engineer,Construction
4/24/2020 3:04,434,House Installment,Instant Transfer,65,Male,Facilities manager,Construction
3/21/2020 20:02,27652,Credit Card Installment,Duitnow,91,Male,Aeronautical engineer,Transport Network
1/21/2020 2:07,6246,Utility,IBG,51,Male,Hydrographic surveyor,Transport Network
3/5/2020 18:01,87206,Utility,Duitnow,70,Female,Estate manager/land agent,Automotive
1/25/2020 6:33,4168,House Installment,IBG,43,Female,Brewing technologist,Medical Tourism
2/8/2020 12:15,62758,Utility,Duitnow,64,Male,Museum/gallery conservator,Finance & Banking
3/2/2020 3:54,90798,Utility,Instant Transfer,77,Female,"Research officer, political party",Oil and Gas
2/29/2020 9:06,55630,Utility,Duitnow,85,Male,Higher education lecturer,Medical Tourism
1/10/2020 12:40,64733,Car Installment,Instant Transfer,37,Male,Mudlogger,Finance & Banking
3/21/2020 11:04,5033,Transaction,Duitnow,90,Female,Water quality scientist,Medical Tourism
4/10/2020 22:55,94454,Transaction,IBG,38,Female,Accounting technician,Transport Network
4/20/2020 18:30,78737,House Installment,IBG,97,Male,Systems analyst,Finance & Banking
2/24/2020 1:08,9827,Credit Card Installment,Instant Transfer,24,Female,Chief Operating Officer,Transport Network
1/25/2020 7:47,53152,Utility,IBG,65,Male,Youth worker,Tourism
1/1/2020 5:52,35155,Credit Card Installment,IBG,44,Male,Museum/gallery curator,Energy
1/24/2020 12:29,37404,Transaction,Duitnow,31,Female,Television/film/video producer,Eletrical & Electronic
1/20/2020 0:58,73539,House Installment,IBG,84,Female,Hospital pharmacist,Medical Tourism
5/9/2020 13:45,82431,Utility,Instant Transfer,69,Male,Fine artist,Defence
1/20/2020 23:04,89540,Utility,Duitnow,86,Male,Geophysical data processor,Energy
4/10/2020 0:29,51036,House Installment,Instant Transfer,30,Male,Broadcast engineer,Oil and Gas
3/10/2020 20:27,76703,Transaction,Instant Transfer,95,Female,Plant breeder/geneticist,Eletrical & Electronic
4/13/2020 18:32,18677,Credit Card Installment,Instant Transfer,29,Male,"Producer, radio",Oil and Gas
2/7/2020 10:07,97849,House Installment,Duitnow,20,Female,Operational researcher,Construction
2/4/2020 14:59,68177,Car Installment,Instant Transfer,19,Female,"Engineer, land",Automotive
2/3/2020 22:32,91043,Transaction,IBG,21,Male,Equality and diversity officer,Finance & Banking
1/30/2020 5:14,14829,Credit Card Installment,IBG,91,Male,English as a foreign language teacher,Energy
3/2/2020 6:02,26102,Car Installment,Instant Transfer,77,Male,"Surveyor, land/geomatics",Transport Network
4/25/2020 7:48,46245,Transaction,IBG,67,Male,"Producer, television/film/video",Medical Tourism
1/29/2020 7:13,70314,Credit Card Installment,Duitnow,31,Female,Chiropractor,Finance & Banking
3/30/2020 21:12,29593,House Installment,Instant Transfer,58,Male,Banker,Transport Network
3/18/2020 12:11,88696,Transaction,Duitnow,88,Female,Office manager,Energy
1/3/2020 12:01,29275,Utility,Instant Transfer,37,Male,Youth worker,Eletrical & Electronic
3/23/2020 17:25,34176,Credit Card Installment,Instant Transfer,97,Female,"Accountant, chartered certified",Medical Tourism
3/9/2020 19:40,33160,Credit Card Installment,Duitnow,19,Male,Health visitor,Construction
3/31/2020 19:19,33449,Transaction,Duitnow,88,Male,Radiation protection practitioner,Defence
2/10/2020 7:46,52708,Car Installment,Instant Transfer,66,Female,Animal technologist,Eletrical & Electronic
4/1/2020 4:47,71026,Car Installment,Duitnow,86,Female,Civil Service administrator,Construction
3/11/2020 13:25,95248,House Installment,Duitnow,66,Male,"Scientist, biomedical",Defence
3/26/2020 17:17,47330,Credit Card Installment,Duitnow,36,Female,Contractor,Energy
3/19/2020 6:44,28311,Car Installment,Instant Transfer,82,Male,"Journalist, newspaper",Finance & Banking
2/16/2020 3:17,26457,Car Installment,IBG,70,Female,Public librarian,Defence
1/24/2020 17:10,14459,Car Installment,Duitnow,44,Female,Senior tax professional/tax inspector,Automotive
4/4/2020 3:57,65927,House Installment,Duitnow,56,Female,"Civil engineer, contracting",Construction
2/17/2020 4:20,74593,Car Installment,Duitnow,74,Male,"Scientist, research (maths)",Medical Tourism
2/26/2020 9:45,84270,Utility,Instant Transfer,99,Male,Museum/gallery curator,Tourism
2/17/2020 21:33,39561,Credit Card Installment,Duitnow,34,Male,Forensic psychologist,Defence
1/4/2020 18:17,2573,Utility,IBG,26,Female,"Development worker, community",Finance & Banking
2/12/2020 15:12,45903,Credit Card Installment,IBG,81,Male,Nutritional therapist,Oil and Gas
